"0.0","1.0","非常好的衣服，又实惠又便宜。超级的棒下次再光临？"
"0.0","1.0","买很好，我好喜欢，下去再买多两件。"
"0.0","1.0","衣服实惠，真心不错"
"0.0","1.0","很OK"
"0.0","1.0","物有所值，还不错呦！"
"0.0","1.0","五星好评。。。。。总体来说，这个价位是值得的。。"
"0.0","1.0","宝贝收到了！很满意！活动力度很实惠！值得拥有！"
"0.0","1.0","不错不错值得拥有"
"0.0","1.0","满意态度良好。"
"0.0","1.0","不管怎么样，听着一个很好的消息就是宝贝不错。"
"0.0","1.0","都还行  好看"
"0.0","1.0","🌝🌝东西物超所值。客服态度也很好。很好的一次淘宝"
"0.0","1.0","合适。就这样简单！"
"0.0","1.0","值得拥有"
"0.0","1.0","各方面都很满意"
"0.0","1.0","不错，物美价廉"
"0.0","1.0","宝贝收到了，因太忙忘评价对不起，商品满意，"
"0.0","1.0","衣服非常好看,就是不小心点薄款了"
"0.0","1.0","衣服很好看，下次再定购"
"0.0","1.0","宝贝超级好！下次还回够。"
"0.0","1.0","天气太冷拍不了，宝贝不错"
"1.0","1.0","还行，码子偏小。为了积分用好评模版，因为本仙女很懒，不想每件商品都去评论，所以特地模仿一位淘友写下这个评论。但是这个产品一定是得到了本仙女的肯定和认可！不管是包装外观，还是产品的质量！如果不喜欢的话，本仙女收到东西就会很生气！自然就不可能给好评！这里也是给各位淘友一个参考，这个商品还是值得购买的！祝大家都能买到心仪的产品，么么哒～！来自一位懒惰的只爱购物不爱写评论却想换积分的仙女～！"
"1.0","1.0","衣服薄了点。其他对得起价钱就行了。这是一个好评模版，不要看了下面都是废话。因为本姑娘很懒不想每个宝贝都写好评 所以才模仿网友的  好评模版  但是这个宝贝不管是质量 款式还是性价比 都是本姑娘喜欢的  如果是不喜欢的那本姑娘就会很生气 然后这个模版就变成了各种喋喋不休的吐槽  自然就不会撒下这个好评给各位淘友一个参考  本宝贝还是极好的"
"1.0","1.0","一般，掉毛！终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多"
"1.0","1.0","亲们！！！公总~号搜：（TSP577）再去买，超级棒！！！排在最上面得那个才是哦！#O(&cap;_&cap;)O真的开心鸭！哈哈~看了好久才买了，刚好赶上活动！宝贝收到了，很喜欢，买家很有信用！经过我的亲身体验，这家店信誉是相当的不错。太感谢了！掌柜的服务态度特别好，发货很快。商品质量也相当不错。比实体店里便宜好多哦！太喜欢了，我终于买到想要的东西了。赞一个发货迅速，宝贝和图片差不多，超级划算，性价比也很高，五星五星好评鸭yayaya~。。"
"1.0","1.0","我是我们村第一个在淘宝上买东西的人。这里大部分人是不网购的。他们买东西价格一般不超过五块，听说我在淘宝买东西后，整个村都震惊了，村长跑到我家里对我爸说我是不是疯了? 媳妇跟我闹离婚，说这日子没法过了，面对重重压力，我坚持要买。我相信我这个月的工资不会白花，终于快递到了，我怀揣着激动的心情，颤抖的打开包裹，那一霎那，感觉我的眼都要亮瞎了，啊...这颜值、这手感、这质量、只怪我读书少，无法用华丽的语言来形容它。我举着它，骄傲的站在村口，整个村都沸腾了,更有人喊，我不给他们看，他们就跳井。吓得我赶紧收起宝贝，挤出人群落荒而逃。为测试宝贝效果，我立刻去我们村高达100米山上村长家客厅里用。用完后，在全村人羡慕的目光中，仰首挺胸扬长 而去。"
"1.0","1.0","2018-12-13 在淘宝上买太多东西了，如果每一.个都细写评价的话，炒鸡累的，所以当你看到这一段话，说明这个产品是挺不错的，这样每次都一百多字，这是第 NNN次在淘宝上买东西了棒棒棒，好厉害，好东西而且便宜质量好，物美价廉，怎么买怎么放心，还用得开心，感觉都要买上瘾了，评论表示很不错，非常满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意满意"
"1.0","1.0","我!在〈tsdada2〉这、个《公/重&quot;号》，买的，优蕙了一半！特别给力！给妹妹买的。今天收到货以后就拆开看了。卫衣样子她很喜欢。就是有点薄。不过不影响。衣服收到了，质量不错哦，很喜欢，很柔软，穿身上美美哒，小仙女必备款哦质量很好，穿着很漂亮，特别喜欢的一款卫衣，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指，下次需要的时候我还会再来的。质量不错，料子摸起来挺舒服，厚薄刚好，穿着也舒服，来做打底还不错，颜色也容易搭配，这个做工也挺好，基本上没有什么线头，款式简单大方，颜色挺正的，跟图片上一样，洗后不会褪色，不会起毛。"
"1.0","1.0","活动的时候入手的，便宜很多 希望活动还会有，┿【威】【信】【公】【众】【号】排最上面的哦，小 助 手等你哦"
"1.0","1.0","赶上了商家搞活动,用&apos;了一段时间了,特意来做一个追评，表达我对商品的喜欢，实物很漂亮，跟图片上的一样，┿【威】【信】【公】【众】【号】w t f 7 8 4 排最上面的哦，小 助 手等你哦"
"1.0","1.0","童鞋们！！半-价买滴哟！公 总~号搜：【开只只】再去买，超级棒！！！！尺码标准，穿上非常合适，面料是纯棉的，手感很好，吸汗又舒服，做工也不错，很厚实，比较宽松，洗了也不掉色。也没有乱线头，做工精细，简单百搭好看，卖家的服务态度很好，下次还要来买！会推荐给朋友过来买！5分好评！"
"1.0","1.0","宝,,半&middot;`亻介^,到手了哦！到*~【taobao23457】~,&quot;公（总,,）*号~令,页^《绻》*到手的哦！！超级划算！确认过眼神，是会起球的面料，但是好看是真的，显白是真的卫衣质量好，里面加绒的，可以贴身穿，不扎皮肤，样式时尚活泼，舒适百搭。价格也挺便宜。非常喜欢的卫衣 显白 穿起来十分时尚 洗了两次了都没有掉色 也没有起球衣服面料不错，上身效果也很好，里面有点绒毛，挺不错的一件衣服，性价比高。看到之后很喜欢，收到宝贝果然没有失望，很喜欢的一款，衣服的细节设计上看的出卖家真的很用心在做产品，颜色和码数都是很正的，没话说，特别好看的款式，我很喜欢，试穿了一下，衣服摸着很软很舒服，料子不错，感觉很好了，出去旅游穿应该很好，质量确实是不错。我很满意。卖家的态度各方面都很好，已经推荐给同事了，他们也说准备买，我也想着到时候再买另外一个款式的。到时卖家要给优惠哟."
"1.0","1.0","我对这次购物非常满意！首先，宝贝很好，完美的满足了我的需求，收到的宝贝没有任何破损，这是第一个满意！其次，到货速度很快，快递公司也非常的负责，让我能以最快的速度受到货物，这是第二个满意！再者，卖家的态度也很好，客服人员对于我提出的每一个问题都能耐心地解答，这是第三个满意！下次一定还会再来这里买东西的，给卖家点赞"
"1.0","1.0","&hellip;&hellip;挺满意的，宝宝们-伴-价-买-的-哦 共丨总丨呺【草少少】，先查再去买，领券下单的，太便宜了，店家也很给力！！！没有让我失望，客服特别热心，态度也好，耐心解决我的问题，发货速度非常快，包装非常仔细，严实，物流公司服务态度很好，运送速度快质量非常好，不同凡响，看起来酷酷哒，很帅哦，面料厚实，手感柔软，买的灰色也仔裤运动鞋，春秋款的是纯棉的。加绒外套，绒密实，不掉毛&amp;lt;/em&amp;gt;，柔软，质量不错，发货也快，非常满意！这个天气穿刚刚好，不冷，如果冷可以穿着的有点宽松，不过这个衣服小了就不好看了，我很喜欢，好评速度非常快，包装非常仔细，严实，物流公司服务态度很好，运送速度快质量非常好，不同凡响，看起来酷酷哒，很帅哦，面料厚实，手感柔软，买的灰色也上体闲好看。面料比较透气，适合运动时穿 着，颜色也蛮好看，已经洗过了，舒适，物美价廉~店里其他款也很好看！打算再入手一件给我姐姐！"
"1.0","1.0","搜 ~ [薇]  *[信]* [公]* [众]*[号] * [平少少]，令页了卷再去买、好划算，  便宜了狠多 排名在最上面那个，抢倦买的！收到货了，包装很好，看起来很高档，东西质量很不错，产品描述和实物一致，很满意，性价比很高！质量也很好，非常的划算！卖家的服务态度很好，下次还要来买！打算推荐给朋友过来买！5分好评！A13"
"1.0","1.0","搜这个 薇=ィ 訁 Z Y H T F F 领 卷 伴 介 买的d!真是太划算了。。。。排在最上面的那个才是哦！！质量挺好的，也很好看衣服厚度适中，洗过后没掉色没起球，穿上很减龄，喜欢??卫衣颜色很喜欢，浅浅的，很小清新，质量也不错，这个天气穿着正合适，是短款的，单穿，内搭都可以，感觉很适合女朋友穿衣服还不错，算是物有所值，对得起这个价钱，穿上也挺舒服的，摸着面料也还不错"
